cod_parlamentario,name,deputy_photo,hemiciclo_image,facebook,instagram,twitter,website,url
86,Esther Gil de Reboleño Lastortres,True,True,https://www.facebook.com/esthergilsumarcadiz,https://www.instagram.com/esthergilsumar/,https://twitter.com/esthergilsumar,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=86&idLegislatura=XV&mostrarAgenda=false
87,Lander Martínez Hierro,True,True,,https://www.instagram.com/lander_martinez_hierro/,https://twitter.com/LanderMartinez_,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=87&idLegislatura=XV&mostrarAgenda=false
88,Isabel Gema Pérez Recuerda,True,True,https://www.facebook.com/profile.php?id=100009568950186,https://www.instagram.com/gemaperezrecuerda/,https://twitter.com/GRecuerda,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=88&idLegislatura=XV&mostrarAgenda=false
89,Ricardo Tarno Blanco,True,True,,,https://twitter.com/RicardoTarno,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=89&idLegislatura=XV&mostrarAgenda=false
90,Óscar Puente Santiago,True,True,,,https://twitter.com/oscar_puente_,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=90&idLegislatura=XV&mostrarAgenda=false
91,Luisa Sanz Martínez,True,True,,,https://twitter.com/LuisaSanzMtnez,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=91&idLegislatura=XV&mostrarAgenda=false
92,Txema Guijarro García,True,True,,,https://twitter.com/TxemaGuijarro,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=92&idLegislatura=XV&mostrarAgenda=false
93,Álvaro Morales Álvarez,True,True,https://www.facebook.com/moralesalv,https://www.instagram.com/moralesalvarezalvaro/,https://twitter.com/morales__alv,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=93&idLegislatura=XV&mostrarAgenda=false
94,Arnau Ramírez Carner,True,True,https://www.facebook.com/arnau.ramirezcarner,https://www.instagram.com/arnauramirez/,https://twitter.com/arnauramirez,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=94&idLegislatura=XV&mostrarAgenda=false
95,Esther Peña Camarero,True,True,,,https://twitter.com/estherpcamarero,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=95&idLegislatura=XV&mostrarAgenda=false
96,Manuel Arribas Maroto,True,True,,,https://twitter.com/ArribasManuel,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=96&idLegislatura=XV&mostrarAgenda=false
97,Isabel Rodríguez García,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=97&idLegislatura=XV&mostrarAgenda=false
98,Gonzalo Redondo Cárdenas,True,True,,,https://twitter.com/GONZALO_REDONDO,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=98&idLegislatura=XV&mostrarAgenda=false
99,Javier Merino Martínez,True,True,https://www.facebook.com/javier.merinomartinez.5,https://www.instagram.com/javiermerinomartinez/,https://twitter.com/javier_merino,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=99&idLegislatura=XV&mostrarAgenda=false
100,César Joaquín Ramos Esteban,True,True,https://www.facebook.com/cesarramosesteban,https://www.instagram.com/cesarjramos/,https://twitter.com/CesarJRamos,http://cesarramos.es,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=100&idLegislatura=XV&mostrarAgenda=false
101,Santi Rodríguez Serra,True,True,https://www.facebook.com/santi.r.serra,https://www.instagram.com/santi_rodriguez_serra/,https://twitter.com/santirodriguez,http://www.nonomeslletres.com/,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=101&idLegislatura=XV&mostrarAgenda=false
102,Antonio Martínez Gómez,True,True,https://www.facebook.com/AntonioMtnezGmz/,https://www.instagram.com/antoniomartgom/,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=102&idLegislatura=XV&mostrarAgenda=false
103,Trinidad Carmen Argota Castro,True,True,,,https://twitter.com/CastroArgota,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=103&idLegislatura=XV&mostrarAgenda=false
104,David García Gomis,True,True,,https://www.instagram.com/voxdavidgarcia/,https://twitter.com/VoxDavidgarcia,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=104&idLegislatura=XV&mostrarAgenda=false
105,Adriana Maldonado López,True,True,,https://www.instagram.com/adrianamaldonadol/,https://twitter.com/_amaldonado_,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=105&idLegislatura=XV&mostrarAgenda=false
106,Carmen Andrés Añón,True,True,,,https://twitter.com/carmenandres_,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=106&idLegislatura=XV&mostrarAgenda=false
107,Félix De las Cuevas Cortés,True,True,https://www.facebook.com/felixdlascuevas,https://www.instagram.com/felixdlascuevas/,https://twitter.com/felixdlascuevas,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=107&idLegislatura=XV&mostrarAgenda=false
108,Alberto Fabra Part,True,True,,,https://twitter.com/_AlbertoFabra,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=108&idLegislatura=XV&mostrarAgenda=false
109,Óscar Clavell López,True,True,https://www.facebook.com/oscar.clavell.7,https://www.instagram.com/oscarclavell/,https://twitter.com/OscarClavell,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=109&idLegislatura=XV&mostrarAgenda=false
110,Marc Lamuà Estañol,True,True,https://www.facebook.com/marc.estanol,,https://twitter.com/MarcLamua,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=110&idLegislatura=XV&mostrarAgenda=false
111,Blanca Cercas Mena,True,True,,,https://twitter.com/Blanca_Cercas,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=111&idLegislatura=XV&mostrarAgenda=false
112,Rafaela Romero Pozo,True,True,,,https://twitter.com/rafaela_romero,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=112&idLegislatura=XV&mostrarAgenda=false
113,María Luisa García Gurrutxaga,True,True,,,https://twitter.com/Lui58105478,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=113&idLegislatura=XV&mostrarAgenda=false
114,María Guijarro Ceballos,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=114&idLegislatura=XV&mostrarAgenda=false
115,Javier José Folch Blanc,True,True,,https://www.instagram.com/javier.folch,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=115&idLegislatura=XV&mostrarAgenda=false
116,Elisa Garrido Jiménez,True,True,,,https://twitter.com/elisagarrido,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=116&idLegislatura=XV&mostrarAgenda=false
117,Ignacio Gil Lázaro,True,True,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=117&idLegislatura=XV&mostrarAgenda=false
118,José Antonio Bermúdez de Castro Fernández,True,True,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=118&idLegislatura=XV&mostrarAgenda=false
119,Violante Tomás Olivares,True,True,https://www.facebook.com/violante.tomasolivares,https://www.instagram.com/violante.tomas/,https://twitter.com/ViolanteTomas,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=119&idLegislatura=XV&mostrarAgenda=false
120,Patxi López Álvarez,True,True,https://www.facebook.com/PatxiLopez,https://www.instagram.com/patxilopez/,https://twitter.com/patxilopez,http://www.patxilopez.com/,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=120&idLegislatura=XV&mostrarAgenda=false
121,Jacobo González,True,True,,https://www.instagram.com/cocorobatto,https://twitter.com/cocorobatto,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=121&idLegislatura=XV&mostrarAgenda=false
122,Rafael Cofiño Fernández,True,True,,,https://twitter.com/rcofinof,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=122&idLegislatura=XV&mostrarAgenda=false
123,Sergio Carlos Matos Castro,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=123&idLegislatura=XV&mostrarAgenda=false
124,Emilio Jesús Del Valle Rodríguez,True,True,,,https://twitter.com/edelvallerod,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=124&idLegislatura=XV&mostrarAgenda=false
125,Enrique Fernando Santiago Romero,True,True,,,https://twitter.com/EnriqueSantiago,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=125&idLegislatura=XV&mostrarAgenda=false
126,Francisco José Salazar Rodríguez,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=126&idLegislatura=XV&mostrarAgenda=false
127,José Luis Ábalos Meco,True,True,https://www.facebook.com/jose.l.meco,,https://twitter.com/abalosmeco,http://joseluisabalos.wordpress.com/,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=127&idLegislatura=XV&mostrarAgenda=false
128,José Antonio Rodríguez Salas,True,True,https://www.facebook.com/JoseantonioJun/,https://www.instagram.com/joseantoniojun/,https://twitter.com/JoseantonioJun,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=128&idLegislatura=XV&mostrarAgenda=false
129,Modesto Pose Mesura,True,True,,,https://twitter.com/modestopose,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=129&idLegislatura=XV&mostrarAgenda=false
130,Herminio Rufino Sancho Íñiguez,True,True,https://www.facebook.com/herminio.sanchoiniquez,,https://twitter.com/sancho_herminio,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=130&idLegislatura=XV&mostrarAgenda=false
131,Juan Diego Requena Ruiz,True,True,https://www.facebook.com/JuanDiegoRequenaRuiz,https://www.instagram.com/juandiego_requena/,https://twitter.com/JDRequenaRuiz,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=131&idLegislatura=XV&mostrarAgenda=false
132,Joan Mesquida Mayans,True,True,https://www.facebook.com/jmesquidamayans,https://www.instagram.com/joanmesquidamayans,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=132&idLegislatura=XV&mostrarAgenda=false
133,Ada Santana Aguilera,True,True,https://www.facebook.com/ada.santanaaguilera.9,https://www.instagram.com/ada_aguilera,https://twitter.com/adaSantana98,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=133&idLegislatura=XV&mostrarAgenda=false
134,Alicia Álvarez González,True,True,,,https://twitter.com/aliciaalvarezsc,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=134&idLegislatura=XV&mostrarAgenda=false
135,David Regades Fernández,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=135&idLegislatura=XV&mostrarAgenda=false
136,Cristina Agüera Gago,True,True,,,https://twitter.com/CristinaAgueraG,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=136&idLegislatura=XV&mostrarAgenda=false
137,Isabel Iniesta Egido,True,True,https://www.facebook.com/isabelbelen.iniestaegido,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=137&idLegislatura=XV&mostrarAgenda=false
138,Emilio Sáez Cruz,True,True,,,https://twitter.com/emiliosaezcruz,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=138&idLegislatura=XV&mostrarAgenda=false
139,María Adrio Taracido,True,True,,,https://twitter.com/MariaAdrio1,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=139&idLegislatura=XV&mostrarAgenda=false
140,Alfonso Rodríguez Gómez de Celis,True,True,,https://www.instagram.com/gomezdcelis/,https://twitter.com/gomezdcelis,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=140&idLegislatura=XV&mostrarAgenda=false
141,Javier Noriega Gómez,True,True,,,https://twitter.com/javiernoriegago,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=141&idLegislatura=XV&mostrarAgenda=false
142,Luc Andre Diouf Dioh,True,True,https://www.facebook.com/lucandrediouf.dioh,https://www.instagram.com/lucandrediouf/,https://twitter.com/dioufluc,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=142&idLegislatura=XV&mostrarAgenda=false
143,Beatriz Álvarez Fanjul,True,True,,https://www.instagram.com/bea_fanjul/,https://twitter.com/bea_fanjul,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=143&idLegislatura=XV&mostrarAgenda=false
144,José Ramón Gómez Besteiro,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=144&idLegislatura=XV&mostrarAgenda=false
145,Isabel María Borrego Cortés,True,True,,,https://twitter.com/borrego_corte,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=145&idLegislatura=XV&mostrarAgenda=false
146,Margarita Martín Rodríguez,True,True,,,https://twitter.com/MargaMartin_Ou,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=146&idLegislatura=XV&mostrarAgenda=false
147,Miquel Iceta i Llorens,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=147&idLegislatura=XV&mostrarAgenda=false
148,Sergio Sayas López,True,True,,,https://twitter.com/sergiosayas,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=148&idLegislatura=XV&mostrarAgenda=false
149,Alberto Catalán Higueras,True,True,https://www.facebook.com/alberto.catalanhigueras,https://www.instagram.com/catahi/,https://twitter.com/albertocatalanh,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=149&idLegislatura=XV&mostrarAgenda=false
150,Pedro Samuel Martín García,True,True,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=150&idLegislatura=XV&mostrarAgenda=false
151,María Jesús Moro Almaraz,True,True,,https://www.instagram.com/moroalma14,https://twitter.com/MoroMjesus,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=151&idLegislatura=XV&mostrarAgenda=false
152,Carlos Alberto Sánchez Ojeda,True,True,https://www.facebook.com/carlosalberto.sanchezojeda,https://www.instagram.com/carlosalbertosanchezojeda/,https://twitter.com/CarlosSanchezGC,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=152&idLegislatura=XV&mostrarAgenda=false
153,Adriana Lastra Fernández,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=153&idLegislatura=XV&mostrarAgenda=false
154,Rafaela Crespín Rubio,True,True,,,https://twitter.com/rafi_crespin,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=154&idLegislatura=XV&mostrarAgenda=false
155,Laura María Lima García,True,True,https://www.facebook.com/laura.limagarcia,,https://twitter.com/lauralimagarcia,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=155&idLegislatura=XV&mostrarAgenda=false
156,Juan Antonio Rojas Manrique,True,True,,,https://twitter.com/JARojasPP,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=156&idLegislatura=XV&mostrarAgenda=false
157,Engracia Rivera Arias,True,True,https://www.facebook.com/engraciar,https://www.instagram.com/engraciarivera/,https://twitter.com/engracia_rivera,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=157&idLegislatura=XV&mostrarAgenda=false
158,Milagros Tolón Jaime,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=158&idLegislatura=XV&mostrarAgenda=false
159,Carlos Flores Juberías,True,True,,https://www.instagram.com/floresjuberias/,https://twitter.com/floresjuberias,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=159&idLegislatura=XV&mostrarAgenda=false
160,Cristina Abades Martínez,True,True,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=160&idLegislatura=XV&mostrarAgenda=false
161,Jaime Eduardo de Olano Vela,True,True,https://www.facebook.com/jaime.deolanovela,https://www.instagram.com/jaimedeolanopp/,https://twitter.com/jaimedeolano,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=161&idLegislatura=XV&mostrarAgenda=false
162,Javier Celaya Brey,True,True,https://www.facebook.com/jcelayabrey,,https://twitter.com/jcelayab,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=162&idLegislatura=XV&mostrarAgenda=false
163,Silverio Argüelles García,True,True,https://www.facebook.com/silverio.arguellesgarcia,https://www.instagram.com/silverio_arguelles/,https://twitter.com/silvearguelles,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=163&idLegislatura=XV&mostrarAgenda=false
164,Àgueda Micó Micó,True,True,,https://www.instagram.com/aguedamico/,https://twitter.com/aguedamico,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=164&idLegislatura=XV&mostrarAgenda=false
165,Alberto Ibáñez Mezquita,True,True,,,https://twitter.com/alberto_aim,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=165&idLegislatura=XV&mostrarAgenda=false
166,Nahuel González López,True,True,https://www.facebook.com/profile.php?id=100093213447043,https://www.instagram.com/nahgon_/,https://twitter.com/nah_gon,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=166&idLegislatura=XV&mostrarAgenda=false
167,María Luisa Faneca López,True,True,,,https://twitter.com/MLuisaFaneca,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=167&idLegislatura=XV&mostrarAgenda=false
168,Gabriel Cruz Santana,True,True,,,https://twitter.com/GabrielCruzSt,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=168&idLegislatura=XV&mostrarAgenda=false
169,Martina Velarde Gómez,True,True,,,https://twitter.com/MartinaVelardeG,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=169&idLegislatura=XV&mostrarAgenda=false
